,split,Frequence (%),Metric name,Scores,D,M
665,leave_drugs_out (test_set 1),2,AUROC,0.7345401576320872,twosides-NOSYN,AUROC
666,leave_drugs_out (test_set 1),1,AUROC,0.8003297773009914,twosides-NOSYN,AUROC
667,leave_drugs_out (test_set 1),1,AUROC,0.6899458854029326,twosides-NOSYN,AUROC
668,leave_drugs_out (test_set 1),1,AUROC,0.702143180793056,twosides-NOSYN,AUROC
669,leave_drugs_out (test_set 1),1,AUROC,0.690437586714714,twosides-NOSYN,AUROC
670,leave_drugs_out (test_set 1),1,AUROC,0.7596727477643359,twosides-NOSYN,AUROC
671,leave_drugs_out (test_set 1),1,AUROC,0.7770325009531072,twosides-NOSYN,AUROC
672,leave_drugs_out (test_set 1),1,AUROC,0.8144872508907598,twosides-NOSYN,AUROC
673,leave_drugs_out (test_set 1),1,AUROC,0.7252286456615642,twosides-NOSYN,AUROC
674,leave_drugs_out (test_set 1),1,AUROC,0.694757362983411,twosides-NOSYN,AUROC
675,leave_drugs_out (test_set 1),1,AUROC,0.6285440531649273,twosides-NOSYN,AUROC
676,leave_drugs_out (test_set 1),2,AUROC,0.6119713161591804,twosides-NOSYN,AUROC
677,leave_drugs_out (test_set 1),1,AUROC,0.7555746218210017,twosides-NOSYN,AUROC
678,leave_drugs_out (test_set 1),1,AUROC,0.6907409567664364,twosides-NOSYN,AUROC
679,leave_drugs_out (test_set 1),1,AUROC,0.790296172841394,twosides-NOSYN,AUROC
680,leave_drugs_out (test_set 1),1,AUROC,0.789548629208798,twosides-NOSYN,AUROC
681,leave_drugs_out (test_set 1),1,AUROC,0.7640953423210514,twosides-NOSYN,AUROC
682,leave_drugs_out (test_set 1),1,AUROC,0.7435499175848074,twosides-NOSYN,AUROC
683,leave_drugs_out (test_set 1),1,AUROC,0.7179343520531543,twosides-NOSYN,AUROC
684,leave_drugs_out (test_set 1),1,AUROC,0.7362094201472026,twosides-NOSYN,AUROC
685,leave_drugs_out (test_set 1),1,AUROC,0.7834872452585308,twosides-NOSYN,AUROC
686,leave_drugs_out (test_set 1),1,AUROC,0.6915886198350321,twosides-NOSYN,AUROC
687,leave_drugs_out (test_set 1),2,AUROC,0.6591517544221556,twosides-NOSYN,AUROC
688,leave_drugs_out (test_set 1),1,AUROC,0.758522785606119,twosides-NOSYN,AUROC
689,leave_drugs_out (test_set 1),1,AUROC,0.7284176160577851,twosides-NOSYN,AUROC
690,leave_drugs_out (test_set 1),1,AUROC,0.6944429434209523,twosides-NOSYN,AUROC
691,leave_drugs_out (test_set 1),1,AUROC,0.7321379202862215,twosides-NOSYN,AUROC
692,leave_drugs_out (test_set 1),1,AUROC,0.6943331701621177,twosides-NOSYN,AUROC
693,leave_drugs_out (test_set 1),1,AUROC,0.7112817089452602,twosides-NOSYN,AUROC
694,leave_drugs_out (test_set 1),1,AUROC,0.6328571460966403,twosides-NOSYN,AUROC
695,leave_drugs_out (test_set 1),1,AUROC,0.8116013619064915,twosides-NOSYN,AUROC
696,leave_drugs_out (test_set 1),2,AUROC,0.6456671221799697,twosides-NOSYN,AUROC
697,leave_drugs_out (test_set 1),1,AUROC,0.7399340373008388,twosides-NOSYN,AUROC
698,leave_drugs_out (test_set 1),1,AUROC,0.5942405270465765,twosides-NOSYN,AUROC
699,leave_drugs_out (test_set 1),1,AUROC,0.7156099505624549,twosides-NOSYN,AUROC
700,leave_drugs_out (test_set 1),1,AUROC,0.7379420462279953,twosides-NOSYN,AUROC
701,leave_drugs_out (test_set 1),1,AUROC,0.7034908947907257,twosides-NOSYN,AUROC
702,leave_drugs_out (test_set 1),1,AUROC,0.7367008593769334,twosides-NOSYN,AUROC
703,leave_drugs_out (test_set 1),1,AUROC,0.7083723078999414,twosides-NOSYN,AUROC
704,leave_drugs_out (test_set 1),1,AUROC,0.7874551101246898,twosides-NOSYN,AUROC
705,leave_drugs_out (test_set 1),1,AUROC,0.7517698922614564,twosides-NOSYN,AUROC
706,leave_drugs_out (test_set 1),2,AUROC,0.6764654133096484,twosides-NOSYN,AUROC
707,leave_drugs_out (test_set 1),1,AUROC,0.7059953424680001,twosides-NOSYN,AUROC
708,leave_drugs_out (test_set 1),1,AUROC,0.8707436044834419,twosides-NOSYN,AUROC
709,leave_drugs_out (test_set 1),1,AUROC,0.6772053075001969,twosides-NOSYN,AUROC
710,leave_drugs_out (test_set 1),1,AUROC,0.7343962885273426,twosides-NOSYN,AUROC
711,leave_drugs_out (test_set 1),1,AUROC,0.7660163267502235,twosides-NOSYN,AUROC
712,leave_drugs_out (test_set 1),1,AUROC,0.7267778862928117,twosides-NOSYN,AUROC
713,leave_drugs_out (test_set 1),1,AUROC,0.7488861058477296,twosides-NOSYN,AUROC
714,leave_drugs_out (test_set 1),1,AUROC,0.7033865770774083,twosides-NOSYN,AUROC
715,leave_drugs_out (test_set 1),1,AUROC,0.7367005264605876,twosides-NOSYN,AUROC
716,leave_drugs_out (test_set 1),1,AUROC,0.7255822132897877,twosides-NOSYN,AUROC
717,leave_drugs_out (test_set 1),1,AUROC,0.7309214863533774,twosides-NOSYN,AUROC
718,leave_drugs_out (test_set 1),1,AUROC,0.827932105137119,twosides-NOSYN,AUROC
719,leave_drugs_out (test_set 1),1,AUROC,0.7418295546852464,twosides-NOSYN,AUROC
720,leave_drugs_out (test_set 1),1,AUROC,0.7916302868140638,twosides-NOSYN,AUROC
721,leave_drugs_out (test_set 1),1,AUROC,0.6545887931409962,twosides-NOSYN,AUROC
722,leave_drugs_out (test_set 1),1,AUROC,0.6757936447900982,twosides-NOSYN,AUROC
723,leave_drugs_out (test_set 1),1,AUROC,0.808478462775909,twosides-NOSYN,AUROC
724,leave_drugs_out (test_set 1),1,AUROC,0.6957225475647236,twosides-NOSYN,AUROC
725,leave_drugs_out (test_set 1),2,AUROC,0.6558649932040524,twosides-NOSYN,AUROC
726,leave_drugs_out (test_set 1),1,AUROC,0.6846706924634298,twosides-NOSYN,AUROC
727,leave_drugs_out (test_set 1),1,AUROC,0.7190859282023188,twosides-NOSYN,AUROC
728,leave_drugs_out (test_set 1),1,AUROC,0.7451165581378932,twosides-NOSYN,AUROC
729,leave_drugs_out (test_set 1),1,AUROC,0.7146496503096117,twosides-NOSYN,AUROC
730,leave_drugs_out (test_set 1),1,AUROC,0.6674663439442582,twosides-NOSYN,AUROC
731,leave_drugs_out (test_set 1),1,AUROC,0.8062756891883628,twosides-NOSYN,AUROC
732,leave_drugs_out (test_set 1),1,AUROC,0.6714406525005365,twosides-NOSYN,AUROC
733,leave_drugs_out (test_set 1),1,AUROC,0.7816552104223756,twosides-NOSYN,AUROC
734,leave_drugs_out (test_set 1),1,AUROC,0.7713341772750935,twosides-NOSYN,AUROC
735,leave_drugs_out (test_set 1),1,AUROC,0.7488563442669722,twosides-NOSYN,AUROC
736,leave_drugs_out (test_set 1),1,AUROC,0.6793193286646866,twosides-NOSYN,AUROC
737,leave_drugs_out (test_set 1),1,AUROC,0.6703286154303503,twosides-NOSYN,AUROC
738,leave_drugs_out (test_set 1),1,AUROC,0.8197218547349309,twosides-NOSYN,AUROC
739,leave_drugs_out (test_set 1),2,AUROC,0.6404958749156824,twosides-NOSYN,AUROC
740,leave_drugs_out (test_set 1),1,AUROC,0.6574333146043189,twosides-NOSYN,AUROC
741,leave_drugs_out (test_set 1),1,AUROC,0.7730833023208304,twosides-NOSYN,AUROC
742,leave_drugs_out (test_set 1),1,AUROC,0.7672201706023094,twosides-NOSYN,AUROC
743,leave_drugs_out (test_set 1),1,AUROC,0.7876485830625591,twosides-NOSYN,AUROC
744,leave_drugs_out (test_set 1),1,AUROC,0.7107990112772218,twosides-NOSYN,AUROC
745,leave_drugs_out (test_set 1),1,AUROC,0.7526705221204391,twosides-NOSYN,AUROC
746,leave_drugs_out (test_set 1),1,AUROC,0.6629598291681217,twosides-NOSYN,AUROC
747,leave_drugs_out (test_set 1),1,AUROC,0.6553353177789429,twosides-NOSYN,AUROC
748,leave_drugs_out (test_set 1),2,AUROC,0.6786491498614672,twosides-NOSYN,AUROC
749,leave_drugs_out (test_set 1),2,AUROC,0.6567317866258184,twosides-NOSYN,AUROC
750,leave_drugs_out (test_set 1),1,AUROC,0.68885204352643,twosides-NOSYN,AUROC
751,leave_drugs_out (test_set 1),1,AUROC,0.6944310460161486,twosides-NOSYN,AUROC
752,leave_drugs_out (test_set 1),1,AUROC,0.6427303826897055,twosides-NOSYN,AUROC
753,leave_drugs_out (test_set 1),2,AUROC,0.7053774533096164,twosides-NOSYN,AUROC
754,leave_drugs_out (test_set 1),2,AUROC,0.6672049787919412,twosides-NOSYN,AUROC
755,leave_drugs_out (test_set 1),2,AUROC,0.6946606418788921,twosides-NOSYN,AUROC
756,leave_drugs_out (test_set 1),1,AUROC,0.7960867946373695,twosides-NOSYN,AUROC
757,leave_drugs_out (test_set 1),1,AUROC,0.6727349701722976,twosides-NOSYN,AUROC
758,leave_drugs_out (test_set 1),1,AUROC,0.7629908318940286,twosides-NOSYN,AUROC
759,leave_drugs_out (test_set 1),1,AUROC,0.6867384632156244,twosides-NOSYN,AUROC
760,leave_drugs_out (test_set 1),1,AUROC,0.7688420783015377,twosides-NOSYN,AUROC
761,leave_drugs_out (test_set 1),1,AUROC,0.7781708344012009,twosides-NOSYN,AUROC
762,leave_drugs_out (test_set 1),1,AUROC,0.7709434755200673,twosides-NOSYN,AUROC
763,leave_drugs_out (test_set 1),1,AUROC,0.7387944368608803,twosides-NOSYN,AUROC
764,leave_drugs_out (test_set 1),1,AUROC,0.6706145490052483,twosides-NOSYN,AUROC
765,leave_drugs_out (test_set 1),1,AUROC,0.7599891989370232,twosides-NOSYN,AUROC
766,leave_drugs_out (test_set 1),1,AUROC,0.8128509954734284,twosides-NOSYN,AUROC
767,leave_drugs_out (test_set 1),1,AUROC,0.7065935618474983,twosides-NOSYN,AUROC
768,leave_drugs_out (test_set 1),1,AUROC,0.7874655547058038,twosides-NOSYN,AUROC
769,leave_drugs_out (test_set 1),1,AUROC,0.734787891264961,twosides-NOSYN,AUROC
770,leave_drugs_out (test_set 1),1,AUROC,0.6955307665494855,twosides-NOSYN,AUROC
771,leave_drugs_out (test_set 1),2,AUROC,0.6584623689244635,twosides-NOSYN,AUROC
772,leave_drugs_out (test_set 1),1,AUROC,0.7073895097572266,twosides-NOSYN,AUROC
773,leave_drugs_out (test_set 1),1,AUROC,0.678314487208892,twosides-NOSYN,AUROC
774,leave_drugs_out (test_set 1),1,AUROC,0.5955549954522306,twosides-NOSYN,AUROC
775,leave_drugs_out (test_set 1),2,AUROC,0.6588236550056441,twosides-NOSYN,AUROC
776,leave_drugs_out (test_set 1),1,AUROC,0.6685111121231694,twosides-NOSYN,AUROC
777,leave_drugs_out (test_set 1),1,AUROC,0.7216445155468043,twosides-NOSYN,AUROC
778,leave_drugs_out (test_set 1),1,AUROC,0.7348859610296168,twosides-NOSYN,AUROC
779,leave_drugs_out (test_set 1),1,AUROC,0.7539510356128332,twosides-NOSYN,AUROC
780,leave_drugs_out (test_set 1),1,AUROC,0.7253460410943191,twosides-NOSYN,AUROC
781,leave_drugs_out (test_set 1),1,AUROC,0.7457242108497212,twosides-NOSYN,AUROC
782,leave_drugs_out (test_set 1),1,AUROC,0.6943259383532396,twosides-NOSYN,AUROC
783,leave_drugs_out (test_set 1),1,AUROC,0.7052232451029339,twosides-NOSYN,AUROC
784,leave_drugs_out (test_set 1),1,AUROC,0.7015432661196015,twosides-NOSYN,AUROC
785,leave_drugs_out (test_set 1),1,AUROC,0.7566645434209469,twosides-NOSYN,AUROC
786,leave_drugs_out (test_set 1),1,AUROC,0.7614070212423264,twosides-NOSYN,AUROC
787,leave_drugs_out (test_set 1),1,AUROC,0.6615702644353131,twosides-NOSYN,AUROC
788,leave_drugs_out (test_set 1),1,AUROC,0.7061371390454664,twosides-NOSYN,AUROC
789,leave_drugs_out (test_set 1),1,AUROC,0.7116396212649987,twosides-NOSYN,AUROC
790,leave_drugs_out (test_set 1),1,AUROC,0.7524029091009768,twosides-NOSYN,AUROC
791,leave_drugs_out (test_set 1),1,AUROC,0.7436276526123748,twosides-NOSYN,AUROC
792,leave_drugs_out (test_set 1),1,AUROC,0.6996061091861889,twosides-NOSYN,AUROC
793,leave_drugs_out (test_set 1),1,AUROC,0.6839841808831605,twosides-NOSYN,AUROC
794,leave_drugs_out (test_set 1),2,AUROC,0.6739766961465785,twosides-NOSYN,AUROC
795,leave_drugs_out (test_set 1),1,AUROC,0.6778824705566227,twosides-NOSYN,AUROC
796,leave_drugs_out (test_set 1),1,AUROC,0.7064235192935797,twosides-NOSYN,AUROC
797,leave_drugs_out (test_set 1),1,AUROC,0.7671541040976568,twosides-NOSYN,AUROC
798,leave_drugs_out (test_set 1),2,AUROC,0.7012774258704956,twosides-NOSYN,AUROC
799,leave_drugs_out (test_set 1),1,AUROC,0.8023875732791313,twosides-NOSYN,AUROC
800,leave_drugs_out (test_set 1),1,AUROC,0.6534629753807836,twosides-NOSYN,AUROC
801,leave_drugs_out (test_set 1),1,AUROC,0.7232262986670249,twosides-NOSYN,AUROC
802,leave_drugs_out (test_set 1),1,AUROC,0.687407764622205,twosides-NOSYN,AUROC
803,leave_drugs_out (test_set 1),1,AUROC,0.7155116812623783,twosides-NOSYN,AUROC
804,leave_drugs_out (test_set 1),1,AUROC,0.6721206616951771,twosides-NOSYN,AUROC
805,leave_drugs_out (test_set 1),1,AUROC,0.7393290770609319,twosides-NOSYN,AUROC
806,leave_drugs_out (test_set 1),1,AUROC,0.7398643156899497,twosides-NOSYN,AUROC
807,leave_drugs_out (test_set 1),1,AUROC,0.7251382143696785,twosides-NOSYN,AUROC
808,leave_drugs_out (test_set 1),2,AUROC,0.6325637185984319,twosides-NOSYN,AUROC
809,leave_drugs_out (test_set 1),1,AUROC,0.7191741498070612,twosides-NOSYN,AUROC
810,leave_drugs_out (test_set 1),1,AUROC,0.7650599076037672,twosides-NOSYN,AUROC
811,leave_drugs_out (test_set 1),1,AUROC,0.7423596673596673,twosides-NOSYN,AUROC
812,leave_drugs_out (test_set 1),2,AUROC,0.6942434976260409,twosides-NOSYN,AUROC
813,leave_drugs_out (test_set 1),1,AUROC,0.703951624581325,twosides-NOSYN,AUROC
814,leave_drugs_out (test_set 1),1,AUROC,0.6755458929395648,twosides-NOSYN,AUROC
815,leave_drugs_out (test_set 1),1,AUROC,0.7440830177653572,twosides-NOSYN,AUROC
816,leave_drugs_out (test_set 1),1,AUROC,0.7279909641102492,twosides-NOSYN,AUROC
817,leave_drugs_out (test_set 1),1,AUROC,0.7382009421671373,twosides-NOSYN,AUROC
818,leave_drugs_out (test_set 1),2,AUROC,0.6798061431931738,twosides-NOSYN,AUROC
819,leave_drugs_out (test_set 1),1,AUROC,0.807373545160862,twosides-NOSYN,AUROC
820,leave_drugs_out (test_set 1),1,AUROC,0.7106242108898615,twosides-NOSYN,AUROC
821,leave_drugs_out (test_set 1),1,AUROC,0.715758478866007,twosides-NOSYN,AUROC
822,leave_drugs_out (test_set 1),1,AUROC,0.7364107330221787,twosides-NOSYN,AUROC
823,leave_drugs_out (test_set 1),1,AUROC,0.7634209154616886,twosides-NOSYN,AUROC
824,leave_drugs_out (test_set 1),1,AUROC,0.6800279684719044,twosides-NOSYN,AUROC
825,leave_drugs_out (test_set 1),1,AUROC,0.7925595421099019,twosides-NOSYN,AUROC
826,leave_drugs_out (test_set 1),1,AUROC,0.6892619877950266,twosides-NOSYN,AUROC
827,leave_drugs_out (test_set 1),1,AUROC,0.8282312208940203,twosides-NOSYN,AUROC
828,leave_drugs_out (test_set 1),1,AUROC,0.719363865947717,twosides-NOSYN,AUROC
829,leave_drugs_out (test_set 1),1,AUROC,0.7180118498379304,twosides-NOSYN,AUROC
830,leave_drugs_out (test_set 1),1,AUROC,0.7826367498694241,twosides-NOSYN,AUROC
831,leave_drugs_out (test_set 1),1,AUROC,0.7358495815009303,twosides-NOSYN,AUROC
832,leave_drugs_out (test_set 1),1,AUROC,0.7378100902489719,twosides-NOSYN,AUROC
833,leave_drugs_out (test_set 1),1,AUROC,0.7475523625963351,twosides-NOSYN,AUROC
834,leave_drugs_out (test_set 1),4,AUROC,0.6994936972629793,twosides-NOSYN,AUROC
835,leave_drugs_out (test_set 1),1,AUROC,0.6762818845198297,twosides-NOSYN,AUROC
836,leave_drugs_out (test_set 1),1,AUROC,0.6960831647408847,twosides-NOSYN,AUROC
837,leave_drugs_out (test_set 1),1,AUROC,0.6801070515547593,twosides-NOSYN,AUROC
838,leave_drugs_out (test_set 1),1,AUROC,0.7734630064546455,twosides-NOSYN,AUROC
839,leave_drugs_out (test_set 1),1,AUROC,0.7874222103200714,twosides-NOSYN,AUROC
840,leave_drugs_out (test_set 1),1,AUROC,0.7559812831779404,twosides-NOSYN,AUROC
841,leave_drugs_out (test_set 1),1,AUROC,0.7055580558055805,twosides-NOSYN,AUROC
842,leave_drugs_out (test_set 1),1,AUROC,0.7367679283243316,twosides-NOSYN,AUROC
843,leave_drugs_out (test_set 1),1,AUROC,0.7613194257641612,twosides-NOSYN,AUROC
844,leave_drugs_out (test_set 1),1,AUROC,0.7923970356673359,twosides-NOSYN,AUROC
845,leave_drugs_out (test_set 1),1,AUROC,0.7980629856454697,twosides-NOSYN,AUROC
846,leave_drugs_out (test_set 1),1,AUROC,0.7677273046480917,twosides-NOSYN,AUROC
847,leave_drugs_out (test_set 1),1,AUROC,0.6908392149431601,twosides-NOSYN,AUROC
848,leave_drugs_out (test_set 1),1,AUROC,0.7527931618899253,twosides-NOSYN,AUROC
849,leave_drugs_out (test_set 1),1,AUROC,0.6730209845468145,twosides-NOSYN,AUROC
850,leave_drugs_out (test_set 1),1,AUROC,0.6836014110188807,twosides-NOSYN,AUROC
851,leave_drugs_out (test_set 1),1,AUROC,0.8028683109198979,twosides-NOSYN,AUROC
852,leave_drugs_out (test_set 1),1,AUROC,0.7684619899346984,twosides-NOSYN,AUROC
853,leave_drugs_out (test_set 1),3,AUROC,0.6771124916302298,twosides-NOSYN,AUROC
854,leave_drugs_out (test_set 1),1,AUROC,0.724531865774316,twosides-NOSYN,AUROC
855,leave_drugs_out (test_set 1),1,AUROC,0.6322718787235162,twosides-NOSYN,AUROC
856,leave_drugs_out (test_set 1),1,AUROC,0.687737166001455,twosides-NOSYN,AUROC
857,leave_drugs_out (test_set 1),1,AUROC,0.7080778443646984,twosides-NOSYN,AUROC
858,leave_drugs_out (test_set 1),1,AUROC,0.7334747110835426,twosides-NOSYN,AUROC
859,leave_drugs_out (test_set 1),1,AUROC,0.7193911343364418,twosides-NOSYN,AUROC
860,leave_drugs_out (test_set 1),1,AUROC,0.7452312378951562,twosides-NOSYN,AUROC
861,leave_drugs_out (test_set 1),1,AUROC,0.7378165924030279,twosides-NOSYN,AUROC
862,leave_drugs_out (test_set 1),1,AUROC,0.7659214019548318,twosides-NOSYN,AUROC
863,leave_drugs_out (test_set 1),1,AUROC,0.778676861538578,twosides-NOSYN,AUROC
864,leave_drugs_out (test_set 1),1,AUROC,0.7954043066007237,twosides-NOSYN,AUROC
865,leave_drugs_out (test_set 1),1,AUROC,0.8010952351263168,twosides-NOSYN,AUROC
866,leave_drugs_out (test_set 1),1,AUROC,0.6736526126316525,twosides-NOSYN,AUROC
867,leave_drugs_out (test_set 1),1,AUROC,0.7550237106724166,twosides-NOSYN,AUROC
868,leave_drugs_out (test_set 1),1,AUROC,0.8234307899508482,twosides-NOSYN,AUROC
869,leave_drugs_out (test_set 1),1,AUROC,0.6864856030351577,twosides-NOSYN,AUROC
870,leave_drugs_out (test_set 1),1,AUROC,0.6997697418132025,twosides-NOSYN,AUROC
871,leave_drugs_out (test_set 1),1,AUROC,0.7053203079604882,twosides-NOSYN,AUROC
872,leave_drugs_out (test_set 1),1,AUROC,0.8009558766060925,twosides-NOSYN,AUROC
873,leave_drugs_out (test_set 1),1,AUROC,0.7829903944304129,twosides-NOSYN,AUROC
874,leave_drugs_out (test_set 1),1,AUROC,0.782263943252113,twosides-NOSYN,AUROC
875,leave_drugs_out (test_set 1),1,AUROC,0.7613434363228602,twosides-NOSYN,AUROC
876,leave_drugs_out (test_set 1),1,AUROC,0.7268525142205682,twosides-NOSYN,AUROC
877,leave_drugs_out (test_set 1),2,AUROC,0.6560227253170661,twosides-NOSYN,AUROC
878,leave_drugs_out (test_set 1),1,AUROC,0.7384732481887609,twosides-NOSYN,AUROC
879,leave_drugs_out (test_set 1),1,AUROC,0.7726671428076595,twosides-NOSYN,AUROC
880,leave_drugs_out (test_set 1),1,AUROC,0.7450036226682439,twosides-NOSYN,AUROC
881,leave_drugs_out (test_set 1),1,AUROC,0.7622899631232964,twosides-NOSYN,AUROC
882,leave_drugs_out (test_set 1),1,AUROC,0.7565664800921618,twosides-NOSYN,AUROC
883,leave_drugs_out (test_set 1),1,AUROC,0.7769725162457293,twosides-NOSYN,AUROC
884,leave_drugs_out (test_set 1),1,AUROC,0.6928300849869478,twosides-NOSYN,AUROC
885,leave_drugs_out (test_set 1),1,AUROC,0.7100652720478167,twosides-NOSYN,AUROC
886,leave_drugs_out (test_set 1),1,AUROC,0.8444571875185837,twosides-NOSYN,AUROC
887,leave_drugs_out (test_set 1),1,AUROC,0.7042763768505235,twosides-NOSYN,AUROC
888,leave_drugs_out (test_set 1),2,AUROC,0.6949094529101382,twosides-NOSYN,AUROC
889,leave_drugs_out (test_set 1),1,AUROC,0.6360482707373234,twosides-NOSYN,AUROC
890,leave_drugs_out (test_set 1),1,AUROC,0.7659015737072605,twosides-NOSYN,AUROC
891,leave_drugs_out (test_set 1),1,AUROC,0.7428630046225053,twosides-NOSYN,AUROC
892,leave_drugs_out (test_set 1),1,AUROC,0.7058846060099585,twosides-NOSYN,AUROC
893,leave_drugs_out (test_set 1),1,AUROC,0.778558942371068,twosides-NOSYN,AUROC
894,leave_drugs_out (test_set 1),1,AUROC,0.6954954768460058,twosides-NOSYN,AUROC
895,leave_drugs_out (test_set 1),1,AUROC,0.7773747809745158,twosides-NOSYN,AUROC
896,leave_drugs_out (test_set 1),2,AUROC,0.7059675723955687,twosides-NOSYN,AUROC
897,leave_drugs_out (test_set 1),1,AUROC,0.7300553726820629,twosides-NOSYN,AUROC
898,leave_drugs_out (test_set 1),1,AUROC,0.7781725772891108,twosides-NOSYN,AUROC
899,leave_drugs_out (test_set 1),1,AUROC,0.7895410648460672,twosides-NOSYN,AUROC
900,leave_drugs_out (test_set 1),1,AUROC,0.6900120560431021,twosides-NOSYN,AUROC
901,leave_drugs_out (test_set 1),1,AUROC,0.7089610685501097,twosides-NOSYN,AUROC
902,leave_drugs_out (test_set 1),1,AUROC,0.7296106532517005,twosides-NOSYN,AUROC
903,leave_drugs_out (test_set 1),1,AUROC,0.7937454799975054,twosides-NOSYN,AUROC
904,leave_drugs_out (test_set 1),1,AUROC,0.601972710482069,twosides-NOSYN,AUROC
905,leave_drugs_out (test_set 1),1,AUROC,0.6741821732868489,twosides-NOSYN,AUROC
906,leave_drugs_out (test_set 1),1,AUROC,0.795243244668926,twosides-NOSYN,AUROC
907,leave_drugs_out (test_set 1),1,AUROC,0.6762192670998861,twosides-NOSYN,AUROC
908,leave_drugs_out (test_set 1),1,AUROC,0.6774573960696922,twosides-NOSYN,AUROC
909,leave_drugs_out (test_set 1),1,AUROC,0.7279067428162687,twosides-NOSYN,AUROC
910,leave_drugs_out (test_set 1),1,AUROC,0.769727362752466,twosides-NOSYN,AUROC
911,leave_drugs_out (test_set 1),1,AUROC,0.7768173570698034,twosides-NOSYN,AUROC
912,leave_drugs_out (test_set 1),1,AUROC,0.8221270537714712,twosides-NOSYN,AUROC
913,leave_drugs_out (test_set 1),1,AUROC,0.8311416113244346,twosides-NOSYN,AUROC
914,leave_drugs_out (test_set 1),1,AUROC,0.7470757109510074,twosides-NOSYN,AUROC
915,leave_drugs_out (test_set 1),1,AUROC,0.7282528202923375,twosides-NOSYN,AUROC
916,leave_drugs_out (test_set 1),1,AUROC,0.6824684692658317,twosides-NOSYN,AUROC
917,leave_drugs_out (test_set 1),2,AUROC,0.7402033794451276,twosides-NOSYN,AUROC
918,leave_drugs_out (test_set 1),1,AUROC,0.7576368628011201,twosides-NOSYN,AUROC
919,leave_drugs_out (test_set 1),1,AUROC,0.8574189995942736,twosides-NOSYN,AUROC
920,leave_drugs_out (test_set 1),1,AUROC,0.714293817851782,twosides-NOSYN,AUROC
921,leave_drugs_out (test_set 1),1,AUROC,0.7881893622582332,twosides-NOSYN,AUROC
922,leave_drugs_out (test_set 1),1,AUROC,0.740527368102312,twosides-NOSYN,AUROC
923,leave_drugs_out (test_set 1),1,AUROC,0.7759487287245221,twosides-NOSYN,AUROC
924,leave_drugs_out (test_set 1),1,AUROC,0.7964175147757089,twosides-NOSYN,AUROC
925,leave_drugs_out (test_set 1),2,AUROC,0.6897763614971197,twosides-NOSYN,AUROC
926,leave_drugs_out (test_set 1),1,AUROC,0.7961292001971676,twosides-NOSYN,AUROC
927,leave_drugs_out (test_set 1),1,AUROC,0.7176368942743482,twosides-NOSYN,AUROC
928,leave_drugs_out (test_set 1),1,AUROC,0.7163670004870689,twosides-NOSYN,AUROC
929,leave_drugs_out (test_set 1),1,AUROC,0.8478292519581865,twosides-NOSYN,AUROC
930,leave_drugs_out (test_set 1),1,AUROC,0.7711452655750931,twosides-NOSYN,AUROC
931,leave_drugs_out (test_set 1),1,AUROC,0.6767314824494931,twosides-NOSYN,AUROC
932,leave_drugs_out (test_set 1),1,AUROC,0.68964461962181,twosides-NOSYN,AUROC
933,leave_drugs_out (test_set 1),1,AUROC,0.6944099824318887,twosides-NOSYN,AUROC
934,leave_drugs_out (test_set 1),1,AUROC,0.7334111385329011,twosides-NOSYN,AUROC
935,leave_drugs_out (test_set 1),1,AUROC,0.8093579204192121,twosides-NOSYN,AUROC
936,leave_drugs_out (test_set 2),1,AUPRC,0.20212358855472062,twosides-NOSYN,AUPRC
937,leave_drugs_out (test_set 2),1,AUPRC,0.07747559693311036,twosides-NOSYN,AUPRC
938,leave_drugs_out (test_set 2),1,AUPRC,0.007876365295955938,twosides-NOSYN,AUPRC
939,leave_drugs_out (test_set 2),1,AUPRC,0.180520696386278,twosides-NOSYN,AUPRC
940,leave_drugs_out (test_set 2),1,AUPRC,0.07873022802864652,twosides-NOSYN,AUPRC
941,leave_drugs_out (test_set 2),1,AUPRC,0.2544883451876895,twosides-NOSYN,AUPRC
942,leave_drugs_out (test_set 2),1,AUPRC,0.18420172684854047,twosides-NOSYN,AUPRC
943,leave_drugs_out (test_set 2),1,AUPRC,0.2848768710296586,twosides-NOSYN,AUPRC
944,leave_drugs_out (test_set 2),1,AUPRC,0.04160719970122401,twosides-NOSYN,AUPRC
945,leave_drugs_out (test_set 2),1,AUPRC,0.1800669349471677,twosides-NOSYN,AUPRC
946,leave_drugs_out (test_set 2),1,AUPRC,0.2613684365731262,twosides-NOSYN,AUPRC
947,leave_drugs_out (test_set 2),1,AUPRC,0.3497164454572259,twosides-NOSYN,AUPRC
948,leave_drugs_out (test_set 2),1,AUPRC,0.3197886426699257,twosides-NOSYN,AUPRC
949,leave_drugs_out (test_set 2),1,AUPRC,0.11278171732527559,twosides-NOSYN,AUPRC
950,leave_drugs_out (test_set 2),1,AUPRC,0.1444017771399085,twosides-NOSYN,AUPRC
951,leave_drugs_out (test_set 2),1,AUPRC,0.197998671298074,twosides-NOSYN,AUPRC
952,leave_drugs_out (test_set 2),1,AUPRC,0.1111048688702799,twosides-NOSYN,AUPRC
953,leave_drugs_out (test_set 2),1,AUPRC,0.0686032035390442,twosides-NOSYN,AUPRC
954,leave_drugs_out (test_set 2),1,AUPRC,0.18720397871560213,twosides-NOSYN,AUPRC
